_id,IOS_App_Id,Title,Developer_Name,Developer_IOS_Id,IOS_Store_Url,Seller_Official_Website,Age_Rating,Total_Average_Rating,Total_Number_of_Ratings,Average_Rating_For_Version,Number_of_Ratings_For_Version,Original_Release_Date,Current_Version_Release_Date,Price_USD,Primary_Genre,All_Genres,Languages,Description
5ddd0f935add2aa7a436dfb9,1303522124,alyamani,Mohamed Altalqani,1257818856.0,https://apps.apple.com/us/app/alyamani/id1303522124?uo=4,,4+,-1.0,-1.0,5.0,1,2017-11-29T04:14:08Z,2018-04-30T19:09:44Z,0.0,Book,"['Books', 'Photo & Video']",['EN'],"إنّ الأهمية التي تتمتع بها قضية الإمام المهدي (عليه السلام) وحقّانيتها فتح الباب أمام المتصيّدين والمتسلّقين على هذه القضية المقدّسة لكي يستغلّوا بعضاً من السذّج والبسطاء وقليلي المعرفة ويروّجوا من خلالهم ادعاءاتهم الباطلة.
نشأ من ذلك ادّعاءات أهل الضلال في أزمنة متعددة منذ غيبة الإمام (عليه السلام) إلى يومنا هذا، بل وقبل ولادته بقرون عديدة، حيث لم يخلُ زمان من الأزمنة من وجود مدّعٍ هنا أو هناك يتسلّق على أكتاف هذه العقيدة المباركة ويدّعي الارتباط بها مستفيداً من رواية ضعيفة أو تطبيق خاطئ أو جهلٍ تلبّس به بعض البسطاء، فنشأت وعلى مدى قرون فرق ومِلَل ونِحَل لأهل الباطل وأدعياء الضلال، كالكيسانية والناووسية وغيرها، وليس بمستغرب أن تظهر بعض من هذه الفرق في زماننا كفرقة (أحمد إسماعيل كاطع) وغيره الذي ادّعى أنه ابن الإمام المهدي (عليه السلام) ووصيّه ووزيره وأنّه اليماني الموعود، بل وصلت مدّعياته إلى ما يزيد على (25) ادّعاءً باطلاً مضلّلاً من خلاله سُذّجاً من الناس لم يدركوا ضلاله وبطلان مدّعياته بجهلٍ بَسُطَ أم تركَّب.
ومن منطلق المسؤولية وحماية العقيدة المهدوية شمَّر عن سواعدهم كادر مركز الدراسات التخصصية في الإمام المهدي (عليه السلام) لاستحداث تطبيقٍ الكترونيٍ يتكفَّل بالرد على مدّعيات هذا الضال المضل، وتفنيد أفكاره بمختلف أنواع الأدلة المناسبة، فأنتج هذا التطبيق بعد جهود كبيرة وحثيثة بُذِلَت ليكون بهذه الحُلَّة الجميلة بين يديك أخي المستخدم.
ومن مميّزات هذا التطبيق سهولة استخدامه بعد تنصيبه من (المتجر الالكتروني) وتنوّع المعلومات التي يحتويها بين مقالات وكتب وصوتياتٍ ومرئيات وغير ذلك، فلم يترك القائمون على هذا التطبيق ما يرتبط بالرد على هذا الادعاء الباطل إلّا ووضعوه في خانته المناسبة ليسهل على المستخدمين الوصول إليه.
نسأل الله سبحانه وتعالى بحق وليّه الأعظم إمام زماننا (عجّل الله تعالى فرجه الشريف) أن يتقبل هذه البضاعة المزجاة وأن يرعاها بلطفه بعين الرعاية والقبول، كما ونسأله بجاه إمامنا وولي أمرنا (عجّل الله تعالى فرجه الشريف) أن يديم علينا نعمة خدمته وأن نقدِّم للمؤمنين كلّما من شأنه التعريف بقضيته وبيان معالم عقيدته.
وآخر دعوانا أن الحمد لله رب العالمين وصلّى الله على محمد وآله الطيبين الطاهرين."
5ddd0f935add2aa7a436dfba,350544669,am730 新聞,AM730 Media Limited,433591734.0,https://apps.apple.com/us/app/am730-%E6%96%B0%E8%81%9E/id350544669?uo=4,http://www.am730.com.hk,4+,3.5,77.0,0.0,0,2010-01-21T21:20:18Z,2019-11-25T02:56:43Z,0.0,News,"['News', 'Books']",['EN'],"‧am730 rated no. 1 as the most credible free newspaper in Hong Kong
‧Free to enjoy reading our newspaper and latest news as well as watching selected videos and infotainment
‧Diversified content include : News, Columns, Finance, Health, IT, Sport, Entertainment, Travel, Food and Lifestyle
 
New Functions
‧amV Videos
‧Jetso
‧Brand-new personalized user interface


‧ am730乃香港公信力第一的免費中文報章
‧ 免費任睇報章內容、即時要聞、精選影片及生活資訊
‧ 多元化內容包括：新聞、專欄、財經、健康、科技、體育、娛樂、旅遊、飲食、Lifestyle

新功能:
‧ amV影片播放
‧ 讀者優惠
‧ 全新個人化用戶介面"
5ddd0f935add2aa7a436dfbb,1207759606,amarincomics,Chanon Yaklai,725505891.0,https://apps.apple.com/us/app/amarincomics/id1207759606?uo=4,,9+,-1.0,-1.0,0.0,0,2017-03-25T01:46:57Z,2017-04-20T20:08:13Z,0.0,Book,"['Books', 'Education']",['EN'],"ใช้อุปกรณ์มือถือส่องที่หน้าหนังสือเพื่อชมเหตุการณ์สำคัญๆของพุทธประวัติในรูปแบบภาพเสมือนจริงทะลุจอ ที่สวยงามตระการตา 5 ฉาก กดที่หน้าจอเพื่อชมความเคลื่อนไหวในฉาก
พิเศษ บทสวดมนต์ทำนองสรภัญญะในแอปพลิเคชั่น ในเด็กๆได้ฝึกสวดมนต์ไปพร้อมกัน

โดยการเล่น AR นั้นสามารถดาวน์โหลดภาพ Image Target มาเล่นได้จากภายในแอฟลิเคชั่น"
5ddd0f935add2aa7a436dfbc,998808907,anan magazine,マガジンハウス,390114571.0,https://apps.apple.com/us/app/anan-magazine/id998808907?uo=4,,4+,-1.0,-1.0,3.0,1,2015-06-27T12:32:38Z,2018-03-22T15:42:34Z,0.0,Book,"['Books', 'Magazines & Newspapers']","['EN', 'JA']","マガジンハウスの雑誌『anan（アンアン）』の電子版アプリです。

【『anan（アンアン）』とは？】
マガジンハウスの週刊誌です。恋愛、ダイエット、ビューティ、そして占いや芸能など、旬のテーマを、独自の切り口で特集。
トレンドに敏感な20代ココロを持った女性に向けたライフスタイルマガジン。

【発行サイクル】
毎週水曜日

【定期購読の価格と期間】
１ヶ月購読（３～５冊）……1,600円
３ヶ月購読（11～13冊）……4,300円
半年購読（23～25冊）……8,400円
１年購読（49冊）……15,800円

※料金は予告なく変更になる場合があります。

●タイトル
『anan（アンアン）』

●課金について
定期購読料金はiTunesアカウントにて行われます。お申し込み頂いた時点で課金されます。

●定期購読の自動更新について
定期購読期間終了の24時間以上前までに自動更新を解除しない限り自動更新され、次回の定期購読料金が課金されます。
*自動更新の対象は、購入時に申し込みいただいた期間（例：3か月）となり、バックナンバーは対象外です。

●自動更新時の課金について
自動更新される際の課金については、定期購読期間終了日の24時間以内に行われます。

●定期購読の確認について
※Apple 社の下記ページでも手順をご確認いただけます。
https://support.apple.com/ja-jp/HT202039

定期購読内容を表示、変更、または解約は、次の手順で行えます。
1）ご使用中の端末で、「設定」>「[ユーザ名]」>「iTunes と App Store」の順に選択します。
2）画面の上部に表示されている Apple ID をタップします。
3）「Apple ID を表示」をタップします。必要に応じて、サインインするか、Touch ID を使います。
4）「登録」をタップします。
5）管理する購読コンテンツをタップします。
6）購読管理のオプションを適宜選択します。別の購読オプションを選択するか、「登録をキャンセルする」をタップして、購読を解約します。解約する場合、その時点の請求締め日に購読停止となります。

●定期購読のキャンセルについて
定期購読中は、期間の変更や中途解約をすることができません。

●決済情報についてはアップル社にお問い合わせください。

●コンテンツの内容、アプリについては下記ホームページからお問い合わせください。
https://magazineworld.jp/anan/

●プライバシーポリシーについては下記をご覧ください。
https://magazineworld.jp/info/privacy/

●利用規約について
初めてアプリを起動する際に表示される利用規約をご確認ください。
また下記サイトでもご覧いただけます。
【利用規約（Terms of Use）】
https://img.magazineworld.jp/2018/03/12093726/eula_anan_20180309.pdf

●発行・発売元　株式会社マガジンハウス"
5ddd0f935add2aa7a436dfbd,1053860461,andisk学习盘,Hui Han,1053860460.0,https://apps.apple.com/us/app/andisk%E5%AD%A6%E4%B9%A0%E7%9B%98/id1053860461?uo=4,,17+,-1.0,-1.0,0.0,0,2019-06-28T19:40:55Z,2019-10-23T15:27:09Z,0.0,Education,"['Education', 'Books']","['EN', 'FR', 'DE', 'ZH', 'ES']","andisk学习盘企业内训版,是北京汉科锐科技公司倾力打造的面向企业,行业协会,政府,组织机构开发的移动学习工具.
单位可以通过本软件为自己内部员工开展移动学习和培训业务,作业管理,新闻动态的服务,有效提升单位内部学习效率的提升,降低沟通成本.

企业官方网站
cms.andisk.com
企业官方移动站
m.andisk.com"
5ddd0f935add2aa7a436dfbe,1149726023,"appALTER / Nakladatelství ALTER, s. r. o.","Code Creator, s.r.o.",478346944.0,https://apps.apple.com/us/app/appalter-nakladatelstv%C3%AD-alter-s-r-o/id1149726023?uo=4,http://www.codecreator.cz,4+,-1.0,-1.0,0.0,0,2016-10-20T08:56:33Z,2016-12-07T18:02:03Z,0.0,Book,"['Books', 'Education']",['EN'],"Digitální knihovna appALTER je čtečka, v níž lze spouštět učebnice Nakladatelství ALTER na tabletech. App-učebnice odpovídají rozsahem i strukturou tištěným titulům. Vybrané tituly navíc obsahují interaktivní prvky. App-učebnice jsou vhodné pro školní výuku i domácí přípravu žáků. 

Funkce aplikace:
 - intuitivní uživatelsky příjemné ovládání
 - snadná orientace v publikaci
 - přehledné listování a aktivní obsah
 - rychlý zoom
 - pamatování rozečtené kapitoly/strany

Další funkce u vybraných titulů:
 - doplňování vynechávek z nabídky
 - dopisování odpovědí
 - vyhodnocování správnosti řešení (zpětná vazba)
 - provádění oprav chybných řešení
 - písničky a mluvené texty
 - obrazové a textové přílohy

Knihovna appALTER:
 - stahování dostupných publikací ze serveru
 - třídění publikací podle klíčových slov
 - sekce Moje knihy"
5ddd0f935add2aa7a436dfbf,1351666201,app开发一千题 for iOS开发,Li Fazhan,597216743.0,https://apps.apple.com/us/app/app%E5%BC%80%E5%8F%91%E4%B8%80%E5%8D%83%E9%A2%98-for-ios%E5%BC%80%E5%8F%91/id1351666201?uo=4,http://www.coolketang.com,4+,-1.0,-1.0,5.0,1,2018-02-27T21:38:02Z,2018-02-27T21:38:02Z,0.0,Education,"['Education', 'Books']",['EN'],"- 笔试题：600道笔试题，分为""语法"",""常识"",""界面"",""iOS"",""操作"",""数据结构"",""多线程"",""网络"",""多媒体"",""安全""等10个篇章！

- 面试题：400道面试问答题，为您的iOS开发面试流程保驾护航！

- 随机题：每回合包含十道从600笔试题中抽取的题目，慢慢来挑战你的极限吧！

- 错题集：收录回答错误的题目，查疑补缺！


【相关互动教程】
Xcode9.0互动教程
https://itunes.apple.com/cn/app/id1063100471

Swift4.0互动教程
https://itunes.apple.com/cn/app/id1320746678

iOS开发中的神兵利器
https://itunes.apple.com/cn/app/id1209739676

Excel2016互动教程
https://itunes.apple.com/cn/app/id1090726089

Photoshop CC互动教程精装版
https://itunes.apple.com/cn/app/id822431555

Illustrator CC互动教程
https://itunes.apple.com/cn/app/id1005557436

Photoshop CS5互动教程完全版：
https://itunes.apple.com/cn/app/id976566883

Photoshop脚本互动教程
https://itunes.apple.com/cn/app/id926846601"
5ddd0f935add2aa7a436dfc0,1209739676,app开发中的神兵利器,Li Fazhan,597216743.0,https://apps.apple.com/us/app/app%E5%BC%80%E5%8F%91%E4%B8%AD%E7%9A%84%E7%A5%9E%E5%85%B5%E5%88%A9%E5%99%A8/id1209739676?uo=4,http://www.coolketang.com,4+,-1.0,-1.0,0.0,0,2017-03-09T15:25:54Z,2019-05-06T02:51:10Z,0.0,Education,"['Education', 'Books']","['EN', 'ZH']","【学员在App Store上的真实评价】
『先给个五星好评 等你们更新了 再给你5星 凑十颗』by 孙洪展 – Jun 29, 2017
『非常不错  学习到了不少语法。看的非常明白』by 照顾儿子 – Jun 25, 2017

【章节列表】
第一章：超级控件
- 给UILabel文字中的tag和url添加点击事件
- 制作漂亮的环形进度条
- 带切换Icon的密码文本框
- 使用UIWebView加载HTML和Gif动画
- 使用UIWebView加载本地页面并调用Js代码
- 通过Javascript代码调用原生程序
- 创建一个图文并茂的笔记本
- MKMapView的代理方法
- 在MKMapView中添加交互性标注图标
- 使用MKMapView的相机功能制作三维地图
- 使用EZLoadingActivity制作Loading动画
- 使用Toaster快速制作简约风格的toast
- 使用PKHUD制作各种动态提示效果
- 使用SweetAlert制作漂亮的自定义Alert窗口
- 使用SCLAlertView制作强大的Alert和Input窗口
- 使用JTAppleCalendar制作漂亮的日历
- 另一个自定义的CVCalendar日历
- 创建强大、灵活的日期时间拾取器
- 创建Twitter/Youtube/Skype/Spotify风格动作表单
- 使用开源类库使图像视图自动聚焦面部的位置
	
第二章：表格和表单
- 创建自定义的UITableViewCell
- 创建右侧带有索引的UITableView
- 在表格中嵌套另一个表格并使Cell的高度自适应
- 使用开源类库制作表格下拉刷新效果
- 使用开源类库实现表格下拉上拽刷新效果
- 使用开源类库实现漂亮的弹性下拉效果
- 实现强大的单元格左右滑动效果并添加功能按钮
- 使用开源类库快速实现表单的输入验证
- 使用开源类库快速优雅地创建一个漂亮的表单
- 快速添加日期选择/多选/动作表单/地图等自定义表单
- 创建星期选项表单和拥有Float标签的文本框
- 设置表单文字对齐方式以及自适应高度的TextArea
- 实时调整表单元素的显示和隐藏
- 实时调整表单元素的激活和失效
- 自定义表单文本框内容的格式
- 在表单行内嵌入拾取器
- 在表单行左侧添加单选和复选组件
- 快速应用多种预定义格式的表单验证
	
第三章：手势和图表
- 监听屏幕上的触摸事件状态
- 通过对触摸事件的监测创建可随意拖动的图像视图
- 通过捏合手势实现图像视图的放大和缩小
- 3D Touch功能在项目中的应用
- 创建一个带有标题/图例/坐标轴的柱形图表
- 创建一个包含三条折线的线性图表
- 创建一个饼形图表并导出图表为PNG图片
- 制作一份股市中常用的蜡烛图表
- 制作一份漂亮的不同色彩标识的气泡图表
- 创建一个包含圆点/方形/三角形图标的散点图表
- 使用雷达图表形象表达企业各个维度的运营状况
- 创建一份包含线性图表和柱形图表的复合图表
- 使用开源类库创建美观简洁并且滚动的图表
	
第四章：网络和线程
- 通过售书场景讲解线程的锁和解锁
- 通过BlockOperation实现线程的队列
- 使用DispatchGroup对线程进行分组管理
- 使用Alamofire实现网络请求
- Alamofire的Get请求并输出Sting/Data/Json结果
- 使用AlamofireReachbility检测网络连接的状态
- 使用Alamofire验证请求结果和可访问性
- 下载网络图片显示下载进度并保存在沙箱目录中
- 上传图片并实时显示上传进度/上传字节数
- 给图片应用压缩/缩放/圆角/CoreImage滤镜/缓存
- 使用开源类库将服务器返回的Json映射为对象
- 使用ReachabilitySwift实现对网络状态的检测
- 创建一个Socket客户端
- 创建一个Socket服务器端并实现和客户端的通讯
- 使用开源类库往项目中快速添加内购功能
	
第五章：高级扩展
- 快速实现对设备版本/类型/屏幕尺寸的快速检测
- 扩展集合类型实现对集合中数据的多种算术运算
- 和日期时间相关的数十个极为有用的扩展方法
- 快速生成Invert/Mix/Tint/Shade颜色及调整饱和度灰阶
- 使用变色龙创建互补色/渐变色/获取图片主题颜色
- UIView在frame/约束/旋转/缩放/圆角/各种手势的扩展
- 图像和图像视图在下载/压缩/裁剪方面的扩展
- 针对设备/UserDefaults/URL等扩展更多实用的方法
- 整形/浮点/数组/字典/字符串/点/颜色/图像类的实用扩展
- 使用开源类库进行图像加载Loading效果的自定义和缓存
- 通过开源类库扩展故事板中的元件增加本地化功能
- 根据不同的语言环境显示不同语言版本的图片
- 扩展String实现快速计算字符串中的各种数学表达式
	
第六章：智能布局
- 使用开源类库给视图添加尺寸和中心点的约束
- 给视图添加针对其它视图位置进行偏移的约束
- 添加edges/top/bottom/leading/trailing的约束
- 使用第三方框架给视图添加锚点约束
- 给视图添加Align和Fill的约束及Label的约束
- 父视图/Corner/Edge/AnchorAndFillEdge约束
- 通过group命令实现对多个视图的统一约束
- 实例演示多分辨率的适配/在横屏竖屏都能够完美布局
	
第七章：数据与安全
- 使用开源类库实现对XML文档的解析和编写
- 使用斧子实现对XML和HTML文档的快速解析
- Cocopods的安装和开源类库对JSON的解析
- 使用开源类库快速实现CoreData数据的增删改查
- 使用开源类库对SQLite数据库进行高效操作
- 使用开源类库实现文件和文件夹的创建/写入/移动/遍历
- 使用开源类库实现以可视化的方式浏览沙箱文件目录
- 使用开源类库快速创建普通和加密PDF文档
- 使用开源类库实现压缩包的解压操作
- 对文件进行加密压缩以及解压加密压缩文件
- 使用instruments Allocations工具检测内存泄露
- 使用instruments Leaks工具检测内存泄露
- 单元测试的各个状态和应用
- 使用单元测试进行邮箱格式的验证
- 使用单元测试进行代码的性能分析
- 快速判断设备是否为越狱设备
- 使用Swift实现原生的3DES加密解密
- 使用Swift实现原生的MD5加密
- 使用Swift实现原生的SHA1加密
- 快速实现Md5/Poly1305/Aes/BlowFish/Chacha/Rabbit加密
	
第八章：多媒体
- 使用开源类库优雅地实现音乐的播放和中止
- 使用AVPlayerViewController播放影片并实现画中画
- 实现影片播放时的水印/Overlay/暂停时插入广告等效果
- 给相机添加实时CoreImage滤镜效果
- 使用开源类库绘制文字/图形/图像/图表/SVG
- 使用开源类库快速实现滑入动画
- 实现多个动画的顺序播放效果
- 使用开源类库快速实现位移动画
- 快速实现复合/Label/连续/延时/重复/缓冲/弹性动画
- 在项目中以更优雅的方式播放gif动画
- 使用第三方类库实现音乐播放的视觉动态效果
- CoreText框架中字体的FontMetrics布局信息
- 通过CoreText框架实现图文混排
- 使用TextKit快速实现文章的分栏效果
- 使用TextKit实现更精美的图文混排效果
	
第九章：
- 实现在项目中跳转到微信/AppStore/地图
- 使用开源类库在项目中使用大量漂亮的小图标
- 创建多种自定义Segment分段样式的控件
- 使用开源类库创建可滑动的Segment分段控件
- 创建高逼格的Tab动画(Tab图标具有多种动画样式)
- 使用开源类库快速搭建强大的侧边栏项目
- 使用断头台菜单类库创建旋转和弹性的页面切换效果
- 使用开源类库创建气泡式页面切换效果
- 创建支持缩放/移动/裁切的相机视图控制器
- 快速搭建美观强大的聊天界面(可发送文字/表情/图片)
- 创建强大的Pinterest风格的瀑布流界面
- 创建Preview-Transition图像预览界面
- 使用开源类库创建页面的景深视差滚动效果
- 创建更强大更漂亮的景深视差滚动效果
- 快速搭建具有滑出/视差/3D变形等切换效果的引导页
- 快速搭建一个Card Peek/Pop动态切换界面
- 实现单元格在扩展/收缩时折叠式的炫目动态效果

【相关产品】
《互动教程 for Xcode10 and Swift4》：https://itunes.apple.com/cn/app/id1063100471

《互动教程 for Excel 2016》：https://itunes.apple.com/cn/app/id1090726089

《Swift4.2互动实例教程》：
https://itunes.apple.com/cn/app/id1320746678

《Photoshop CC互动教程》：https://itunes.apple.com/cn/app/id680139052

【反馈】
欢迎通过以下方式联系我们：
微信公众号：酷课堂
邮箱:  fzhlee@163.com
官网：http://www.coolketang.com"
5ddd0f935add2aa7a436dfc1,715572933,arabdict Dictionary,Youssef Fouad,715572936.0,https://apps.apple.com/us/app/arabdict-dictionary/id715572933?uo=4,,4+,4.5,112.0,5.0,60,2013-10-08T21:18:11Z,2019-10-19T19:20:53Z,0.0,Education,"['Education', 'Books']",['EN'],"The free Online dictionary from arabdict - with Text Translation

Get quick and reliable translations - with 6 arabdict Dictionaries and text translation for 6 languages.
This Online Translator gives you a translation for all of your search terms.

The app includes arabdict dictionaries for Arabic, German, English, French, Italian, Spanish and Turkish.
Each dictionary works in both directions.


smart search
Type in or say your search term. To make your search quicker and more convenient,

the system provides suggestions for words and phrases.
If the app can‘t find a result in the arabdict dictionaries, the integrated text translation service offers an easy and quick translation alternatives.

pronunciation
Listen to the correct pronunciation of your dictionary translation.

favourite list
Save your frequently searched or important entries in your favourites - you can use these offline, too.

In your search history you can find your most recent searches.
With the copy and paste function you can use your translations in other applications.

Examples
Language in context and information on language usage help you to find the correct translation."
5ddd0f935add2aa7a436dfc2,1038439253,archithese,Archithese Verlagsgesellschaft mbH,1038439252.0,https://apps.apple.com/us/app/archithese/id1038439253?uo=4,,4+,-1.0,-1.0,0.0,0,2015-10-13T03:12:34Z,2019-11-20T16:29:30Z,0.0,Book,['Books'],"['DA', 'NL', 'EN', 'FR', 'DE', 'IT', 'NB', 'PT', 'RU']","archithese ist eine internationale Zeitschrift und Schriftenreihe für Architektur, Städtebau und Theorie mit Sitz in Zürich. Sie wurde 1971 von Stanislaus von Moos und Hans Reinhard gegründet und wird heute von der bsmediagroup und dem fsai (Verband freierwerbender Schweizer Architekten) herausgegeben.
Die Zeitschrift erscheint viermal pro Jahr. Die erste Ausgabe in jedem Jahr, die Swiss Performance, stellt die besten Schweizer Bauwerke des vergangenen Jahres in den Fokus und wird damit zu einer Werkschau, einem Jahrbuch der Schweizer Architektur. Besonderes Augenmerk gilt in jeder Swiss Performance auch den jungen Büros. Anhand ihrer Arbeiten wird der Rückblick zugleich zum Ausblick: Gibt es neue oder auch bekannte Themen, die sie aufgreifen und diskutieren? 

Die weiteren drei Hefte eines Jahres behandeln aktuelle Fragestellungen in Architektur und Stadtplanung auf einer übergeordneten Ebene. Mit historischen, erläuternden und kritischen Beiträgen, die die einzelnen Themen umfassend abbilden, bieten diese Ausgaben einen fundierten Überblick zu den jeweils gewählten Fragestellungen. Die Bandbreite der Themen reicht dabei vom Städtebau über die Analyse einzelner Typologien, die Vorstellung des Architekturgeschehens einzelner Länder bis hin zur Auseinandersetzung mit aktuellen wie historischen Architekturströmungen. archithese versteht Architektur als Kultur und stellt Bezüge zu Kunst, Natur- und Geisteswissenschaften her, die Zeitschrift vereint historische Untersuchung mit Gegenwartsanalyse und Spekulation über zukünftige Entwicklungen, sie untersucht darüber hinaus den Einfluss von Technik, Werkzeugen und Forschung auf die Architektur.
Um diesen fundierten Diskurs zu ermöglichen wählt die Redaktion ihre Beiträge mit Bedacht. In jeder Ausgabe schreiben herausragende Autorinnen und Autoren aus Theorie und Praxis. archithese möchte ihre Leser informieren und stimulieren, die behandelten Themen sind aktuell und von zeitloser Relevanz zugleich. Die Zeitschrift ist daher gleichzeitig Nachschlagewerk und Archiv, die einzelnen Ausgaben werden von den Lesern gesammelt, die alten Hefte sind bis hin zu den ersten Ausgaben aus den 1970er Jahren bis heute nachgefragt.

--------

Zusätzliche Kaufinformationen:

• Die Laufzeit des InApp-Abonnements beträgt 12 Monate und kostet CHF 75.00
• Das Abonnement verlängert sich automatisch um 12 Monate und gilt so lange, bis Sie es (mindestens 24 Stunden vor Ablauf des Abonnements) kündigen.
• Nach Bestätigung des Kaufs wird die Zahlung vom iTunes-Account abgebucht.
• Der iTunes-Account wird innerhalb von 24 Stunden vor Ablauf des Abonnements für die Verlängerung belastet.
• Während der Laufzeit kann ein bestehendes Abonnement nicht storniert werden.

Sie können in Ihren iTunes-Konto-Einstellungen die automatische Verlängerung dekativieren oder das InApp-Abonnement kündigen."
5ddd0f935add2aa7a436dfc3,454727167,aruaru,kanikani works,387165757.0,https://apps.apple.com/us/app/aruaru/id454727167?uo=4,,4+,-1.0,-1.0,0.0,0,2011-08-09T22:49:06Z,2016-11-24T12:55:33Z,0.0,Book,"['Books', 'Entertainment']",['JA'],"4 scene cartoon about sea animals(they can speak only Japanese, sorry)."
5ddd0f935add2aa7a436dfc4,1222865652,atboox,Thorsten Bonne,1222865651.0,https://apps.apple.com/us/app/atboox/id1222865652?uo=4,http://atboox.de,4+,-1.0,-1.0,0.0,0,2017-04-07T00:50:55Z,2017-04-25T13:11:13Z,0.0,Book,"['Books', 'Education']",['EN'],"@boox ist ein multimediales, interaktives und kollaboratives Lernbuch. Es wurde konzipiert, um ein effizientes Selbstlernen oder vorlesungsbegleitendes Lernen optimal zu unterstützen. Das KLR-Buch enthält einen Mix aus Videos, Bildern, Texten, interaktiven Quizzes zur Überprüfung des Lernerfolgs und Übungsaufgaben. Weiterhin bietet die App die Möglichkeit, kommentierbare Lesezeichen zu setzen und über eine Lesezeichenübersicht abzurufen. Foren, z. B. für Lerngruppen, können angelegt werden. Diese Foren können an beliebige Stellen im Buch angehängt werden, so dass man sich z. B. über die Lösung von Übungsaufgaben direkt im Buch austauschen kann. Es besteht zudem die Möglichkeit, im Foren Fotos z. B. von handschriftlichen Lösungen der Übungsaufgaben hochzuladen und somit seiner Lerngruppe zur Verfügung zu stellen."
5ddd0f935add2aa7a436dfc5,461684365,aThingBook,com.thai-g.com,307921739.0,https://apps.apple.com/us/app/athingbook/id461684365?uo=4,,4+,4.5,6.0,0.0,0,2011-09-08T00:00:25Z,2016-08-19T19:56:30Z,0.0,Book,"['Books', 'Lifestyle']","['AR', 'CA', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'HU', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'TH', 'ZH', 'TR', 'UK', 'VI']","*** หมื่นรู้มิสู้ ปล่อยวาง.. ธรรมะสบายๆเพื่อการปล่อยวางความทุกข์ **
A THING BOOK สำนักพิมพ์หนังสือการ์ตูนธรรมะเพื่อการปล่อยวาง เพื่อให้คุณได้พบธรรมะตามความเป็นจริงมิใช่ตามความเคยชินของสังคม.. ติดตามอ่านหนังสือการ์ตูนธรรมะแห่งปีที่โด่งดัง และหนังสือธรรมทานที่มียอดพิมพ์กว่า 8 แสนเล่มในเวลาไม่ถึงปีได้แล้วฟรีทุกเดือน...เพราะธรรมะคือความเป็นธรรมดาของธรรมชาติ

***Abandonment is better than knowledge, Great Dhamma to abandon any pain.***
A Thing Book is one of Dhamma Publisher for abandonment. For bringing you to absolute truth of Dhamma which is not just a worldling or social habit.
Read the Dhamma comic books of the year and best books for Charity (it has been published over 800,000 issues in less than a year) free every months.
Dhamma is usual for life...
*How to inspire wise to life?
You are suffering from omitting key thing, aren't you?
*How to abandon distress? The answer is Dhamma.
Are you being pain because of attachment?
*10,000Eyes Dhamma : It doesn't metter!
Every day you always clean up dirt from your body but leave your mind? Let’s relax and read nice quote to purify it now.
*10,000Eyes Dhamma : Truth of Pain
Have we ever known the truth of pain and why we stuck in it?"
5ddd0f935add2aa7a436dfc6,1473132338,ayscan,AyScan,1471099946.0,https://apps.apple.com/us/app/ayscan/id1473132338?uo=4,https://www.ayscan.de,4+,-1.0,-1.0,0.0,0,2019-09-22T15:18:14Z,2019-09-22T15:18:14Z,0.0,Book,"['Books', 'Utilities']",['EN'],"ayscan is an image recognition app which enables an extended reading experience of selected book titles listed on the website https://www.ayscan.de. By simply scanning an illustrated book page with ayscan it links to extend digital contents curated by the book authors. Such as selected websites, videos, soundtracks, picture galleries, recipes, shopping or booking sites, recipes and many more. It connects exciting analogue with digital contents and allows you to interact with printed and digital media."
